Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
MKD,North Macedonia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2020,Counts,5,GLOTIP
MKD,North Macedonia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,5,GLOTIP
MLI,Mali,Africa,Sub-Saharan Africa,Detected trafficking victims,by country of repatriation,Nigeria,Total,Total,2016,Counts,42,GLOTIP
MLI,Mali,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,19,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,26,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by citizenship,Philippines,Total,Total,2016,Counts,31,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,5,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,6,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,34,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by citizenship,Philippines,Total,Total,2018,Counts,14,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by citizenship,Ukraine,Total,Total,2018,Counts,19,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2018,Counts,34,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,8,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Counts,6,GLOTIP
MLT,Malta,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,6,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,256,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,China,Total,Total,2016,Counts,88,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Malaysia,Total,Total,2016,Counts,6,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Myanmar,Total,Total,2016,Counts,28,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Thailand,Total,Total,2016,Counts,9,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Indonesia,Total,Total,2016,Counts,14,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,100,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2016,Counts,80,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,82,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,355,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2017,Counts,353,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2017,Counts,270,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,China,Total,Total,2017,Counts,254,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Thailand,Total,Total,2017,Counts,15,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2017,Counts,8,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2017,Counts,67,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2017,Counts,75,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2017,Counts,28,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,237,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,China,Total,Total,2017,Counts,5,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,Nationals,Total,Total,2017,Counts,453,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2017,Counts,49,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,401,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,322,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2018,Counts,317,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2018,Counts,264,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,China,Total,Total,2018,Counts,259,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Thailand,Total,Total,2018,Counts,5,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2018,Counts,11,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2018,Counts,41,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,52,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2018,Counts,79,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2018,Counts,175,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,Nationals,Total,Total,2018,Counts,253,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2018,Counts,11,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,243,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,358,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2019,Counts,358,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2019,Counts,289,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,China,Total,Total,2019,Counts,282,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Thailand,Total,Total,2019,Counts,5,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2019,Counts,13,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2019,Counts,55,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,68,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2019,Counts,70,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,216,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,China,Total,Total,2019,Counts,26,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,Nationals,Total,Total,2019,Counts,712,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2019,Counts,7,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,182,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,167,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2020,Counts,167,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2020,Counts,82,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Nationals,Total,Total,2020,Counts,78,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2020,Counts,38,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,112,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by citizenship,Nationals,Total,Total,2020,Counts,88,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,88,GLOTIP
MMR,Myanmar,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2021,Counts,29,GLOTIP
MNE,Montenegro,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2020,Counts,39,GLOTIP
MNE,Montenegro,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Counts,43,GLOTIP
MNE,Montenegro,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2020,Counts,8,GLOTIP
MNE,Montenegro,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,10,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by citizenship,Mongolia,Total,Total,2016,Counts,43,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,60,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2017,Counts,46,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2017,Counts,7,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,China,Total,Total,2017,Counts,7,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2017,Counts,20,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,26,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2018,Counts,42,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2018,Counts,23,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,China,Total,Total,2018,Counts,14,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2018,Counts,13,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2018,Counts,29,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,42,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2019,Counts,65,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2019,Counts,17,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,48,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,65,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by citizenship,Nationals,Total,Total,2020,Counts,34,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,Abroad,Total,Total,2020,Counts,15,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by country of repatriation,Malaysia,Total,Total,2020,Counts,15,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2020,Counts,18,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,19,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,37,GLOTIP
MNG,Mongolia,Asia,Eastern Asia,Persons convicted,by citizenship,Nationals,Total,Total,2020,Counts,22,GLOTIP
MOZ,Mozambique,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,21,GLOTIP
MOZ,Mozambique,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,5,GLOTIP
MOZ,Mozambique,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,15,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Mauritius,Total,Total,2016,Counts,14,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,14,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Nationals,Total,Total,2018,Counts,5,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,5,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Nationals,Total,Total,2019,Counts,5,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,5,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Madagascar,Total,Total,2020,Counts,15,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Nationals,Total,Total,2020,Counts,20,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,15,GLOTIP
MUS,Mauritius,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,18,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,160,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,516,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2016,Counts,40,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Cambodia,Total,Total,2016,Counts,44,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,China,Total,Total,2016,Counts,28,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,India,Total,Total,2016,Counts,9,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Indonesia,Total,Total,2016,Counts,131,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Lao People's Democratic Republic,Total,Total,2016,Counts,7,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Malaysia,Total,Total,2016,Counts,11,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Myanmar,Total,Total,2016,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Philippines,Total,Total,2016,Counts,53,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Thailand,Total,Total,2016,Counts,125,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Viet Nam,Total,Total,2016,Counts,222,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Cambodia,Total,Total,2016,Counts,38,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Indonesia,Total,Total,2016,Counts,142,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Mongolia,Total,Total,2016,Counts,13,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Myanmar,Total,Total,2016,Counts,57,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Nigeria,Total,Total,2016,Counts,11,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Thailand,Total,Total,2016,Counts,17,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Turkmenistan,Total,Total,2016,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by country of repatriation,Viet Nam,Total,Total,2016,Counts,225,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2017,Counts,195,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,319,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,BANGLADESH,Total,Total,2017,Counts,14,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,CAMBODIA,Total,Total,2017,Counts,42,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,China,Total,Total,2017,Counts,113,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,INDIA,Total,Total,2017,Counts,32,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,INDONESIA,Total,Total,2017,Counts,202,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,LAOS,Total,Total,2017,Counts,6,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,MALAYSIA,Total,Total,2017,Counts,49,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,MYANMAR,Total,Total,2017,Counts,84,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,NEPAL,Total,Total,2017,Counts,10,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2017,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,PHILIPPINES,Total,Total,2017,Counts,76,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,THAILAND,Total,Total,2017,Counts,142,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,VIETNAM,Total,Total,2017,Counts,318,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2017,Counts,52,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2017,Counts,349,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2017,Counts,23,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,695,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Malaysia,Total,Total,2017,Counts,31,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2017,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,17,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,29,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,31,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,BANGLADESH,Total,Total,2018,Counts,8,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,INDIA,Total,Total,2018,Counts,18,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,INDONESIA,Total,Total,2018,Counts,31,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,MALAYSIA,Total,Total,2018,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,MYANMAR,Total,Total,2018,Counts,21,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,PHILIPPINES,Total,Total,2018,Counts,12,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by citizenship,THAILAND,Total,Total,2018,Counts,9,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2018,Counts,13,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2018,Counts,56,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2018,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2018,Counts,40,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Indian,Total,Total,2018,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Malaysia,Total,Total,2018,Counts,38,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2018,Counts,9,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,12,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,36,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,55,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2019,Counts,22,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,55,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Malaysia,Total,Total,2019,Counts,19,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2019,Counts,10,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,11,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Counts,63,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,20,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2020,Counts,54,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,12,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Bangladesh,Total,Total,2020,Counts,8,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by citizenship,Malaysia,Total,Total,2020,Counts,15,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Forced labour,Total,Total,2020,Counts,5,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,11,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2021,Counts,107,GLOTIP
MYS,Malaysia,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2021,Counts,121,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Angolans,Total,Total,2017,Counts,9,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Nationals,Total,Total,2017,Counts,11,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2017,Counts,5,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2017,Counts,9,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2017,Counts,5,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,6,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by citizenship,Nationals,Total,Total,2018,Counts,9,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2018,Counts,10,GLOTIP
NAM,Namibia,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,10,GLOTIP
