Country,Crime Type,Category,Year,Unit of measurement,VALUE,Source,0
Guatemala,Homicide,Another weapon - sharp object,2019,Counts,86.0,CTS,1
Guatemala,Homicide,Firearms or explosives,2016,Counts,5462.0,CTS,1
Guatemala,Homicide,Firearms or explosives,2017,Counts,1402.0,CTS,1
Guatemala,Homicide,Other criminal activities,2019,Counts,2694.0,CTS,1
Guatemala,Homicide,Other criminal activities,2018,Counts,3099.0,CTS,1
Guatemala,Homicide,Other criminal activities,2018,Counts,2601.0,CTS,1
Guatemala,Homicide,Other criminal activities,2018,Counts,498.0,CTS,1
Guatemala,Homicide,Other criminal activities,2017,Counts,6231.0,CTS,1
Guatemala,Homicide,Other criminal activities,2017,Counts,5117.0,CTS,1
Guatemala,Homicide,Other criminal activities,2017,Counts,1114.0,CTS,1
Guatemala,Homicide,Other criminal activities,2016,Counts,81.0,CTS,1
Guatemala,Homicide,Other criminal activities,2016,Counts,58.0,CTS,1
Guatemala,Homicide,Other criminal activities,2016,Counts,23.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2019,Counts,688.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2019,Counts,566.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2019,Counts,122.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2018,Counts,560.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2018,Counts,458.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2018,Counts,102.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2017,Counts,571.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2017,Counts,500.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2017,Counts,71.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2016,Counts,376.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2016,Counts,328.0,CTS,1
Guatemala,Homicide,Organized criminal groups or gangs,2016,Counts,48.0,CTS,1
Guatemala,Homicide,National citizens,2016,Counts,4568.0,CTS,1
Guatemala,Homicide,National citizens,2016,Counts,2271.0,CTS,1
Guatemala,Homicide,National citizens,2016,Counts,1292.0,CTS,1
Guatemala,Homicide,National citizens,2016,Counts,132.0,CTS,1
Guatemala,Homicide,Other criminal activities,2019,Counts,499.0,CTS,1
Guatemala,Homicide,Other criminal activities,2019,Counts,3193.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2018,Counts,4869.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2017,Counts,770.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2018,Counts,755.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2017,Counts,5435.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2017,Counts,4639.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2017,Counts,796.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2016,Counts,466.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2016,Counts,448.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2016,Counts,18.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2019,Counts,67.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2019,Counts,55.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2019,Counts,12.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2017,Counts,0.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2016,Counts,10.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2016,Counts,9.0,CTS,1
Guatemala,Homicide,Socio-political homicide,2016,Counts,1.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2020,Counts,3107.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2020,Counts,2660.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2020,Counts,447.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2019,Counts,4344.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2019,Counts,3652.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2019,Counts,692.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2018,Counts,4835.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2018,Counts,4093.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2018,Counts,742.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2017,Counts,5394.0,CTS,1
Guatemala,Homicide,Relationship to perpetrator is not known,2017,Counts,4624.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2020,Counts,6.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2020,Counts,5.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2020,Counts,1.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2019,Counts,8.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2018,Counts,13.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2017,Counts,41.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2017,Counts,26.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2017,Counts,15.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2019,Counts,725.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2019,Counts,628.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2019,Counts,97.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2017,Counts,721.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2017,Counts,626.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2017,Counts,95.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2016,Counts,767.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2016,Counts,651.0,CTS,1
Guatemala,Homicide,Interpersonal homicide,2016,Counts,116.0,CTS,1
Guatemala,Homicide,Foreign citizens,2016,Counts,72.0,CTS,1
Guatemala,Homicide,Foreign citizens,2016,Counts,41.0,CTS,1
Guatemala,Homicide,Foreign citizens,2016,Counts,35.0,CTS,1
Guatemala,Homicide,Foreign citizens,2016,Counts,4.0,CTS,1
Guatemala,Homicide,Firearms or explosives - firearms,2020,Counts,617.0,CTS,1
Guatemala,Homicide,Firearms or explosives - firearms,2019,Counts,1060.0,CTS,1
Guatemala,Homicide,Firearms or explosives - firearms,2018,Counts,1131.0,CTS,1
Guatemala,Homicide,Firearms or explosives - firearms,2017,Counts,1402.0,CTS,1
Guatemala,Homicide,Firearms or explosives - firearms,2016,Counts,5438.0,CTS,1
Guatemala,Homicide,Firearms or explosives,2020,Counts,617.0,CTS,1
Guatemala,Homicide,Firearms or explosives,2019,Counts,1060.0,CTS,1
Guatemala,Homicide,Firearms or explosives,2018,Counts,1131.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2018,Counts,21.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2018,Counts,34.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2019,Counts,13.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2019,Counts,35.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2019,Counts,6.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2019,Counts,2.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2018,Counts,7.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2018,Counts,6.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2018,Counts,1.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2017,Counts,5.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2017,Counts,3.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Intimate partner,2017,Counts,2.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2020,Counts,16.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2020,Counts,13.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2020,Counts,3.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2019,Counts,24.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2019,Counts,30.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2019,Counts,11.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2018,Counts,34.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2018,Counts,15.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2018,Counts,12.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2017,Counts,36.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2017,Counts,24.0,CTS,1
Guatemala,Homicide,Intimate partner or family member: Family member,2017,Counts,12.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2020,Counts,22.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2020,Counts,18.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2020,Counts,4.0,CTS,1
Guatemala,Homicide,Intimate partner or family member,2019,Counts,43.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2018,Counts,4114.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2019,Counts,705.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2019,Counts,3682.0,CTS,1
Guatemala,Homicide,Without a weapon/ other Mechanism,2020,Counts,45.0,CTS,1
Guatemala,Homicide,Without a weapon/ other Mechanism,2019,Counts,69.0,CTS,1
Guatemala,Homicide,Without a weapon/ other Mechanism,2018,Counts,84.0,CTS,1
Guatemala,Homicide,Without a weapon/ other Mechanism,2017,Counts,110.0,CTS,1
Guatemala,Homicide,Without a weapon/ other Mechanism,2016,Counts,10.0,CTS,1
Guatemala,Homicide,Unspecified means,2020,Counts,2378.0,CTS,1
Guatemala,Homicide,Unspecified means,2019,Counts,3157.0,CTS,1
Guatemala,Homicide,Unspecified means,2018,Counts,3554.0,CTS,1
Guatemala,Homicide,Unspecified means,2017,Counts,3751.0,CTS,1
Guatemala,Homicide,Unspecified means,2016,Counts,143.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2020,Counts,3129.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2020,Counts,2678.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2020,Counts,451.0,CTS,1
Guatemala,Homicide,Unknown types of homicide,2019,Counts,4387.0,CTS,1
Guatemala,Human Trafficking,Venezuela (Bolivarian Republic of),2017,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Unknown,2017,Counts,7,GLOTIP,1
Guatemala,Human Trafficking,TOTAL POR AÑO,2019,Counts,44,GLOTIP,1
Guatemala,Human Trafficking,TOTAL POR AÑO,2017,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2020,Counts,114,GLOTIP,1
Guatemala,Human Trafficking,Guatemala,2017,Counts,217,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2020,Counts,41,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2019,Counts,38,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2018,Counts,22,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2017,Counts,12,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2016,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Forced labour,2016,Counts,20,GLOTIP,1
Guatemala,Human Trafficking,El Salvador,2019,Counts,44,GLOTIP,1
Guatemala,Human Trafficking,El Salvador,2017,Counts,11,GLOTIP,1
Guatemala,Human Trafficking,Abroad,2019,Counts,44,GLOTIP,1
Guatemala,Human Trafficking,Abroad,2017,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Guatemala,2018,Counts,220,GLOTIP,1
Guatemala,Human Trafficking,Guatemala,2019,Counts,197,GLOTIP,1
Guatemala,Human Trafficking,Guatemala,2020,Counts,153,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2018,Counts,25,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2019,Counts,163,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2018,Counts,191,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2017,Counts,256,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2016,Counts,40,GLOTIP,1
Guatemala,Human Trafficking,Sexual exploitation,2016,Counts,21,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2020,Counts,15,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2020,Counts,13,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2019,Counts,9,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2019,Counts,26,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2019,Counts,15,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2018,Counts,26,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2018,Counts,18,GLOTIP,1
Guatemala,Human Trafficking,Honduras,2016,Counts,6,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2017,Counts,8,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2017,Counts,7,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2017,Counts,44,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2017,Counts,20,GLOTIP,1
Guatemala,Human Trafficking,Other forms of exploitation,2016,Counts,25,GLOTIP,1
Guatemala,Human Trafficking,Mexico,2020,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Mexico,2017,Counts,5,GLOTIP,1
Guatemala,Human Trafficking,Honduras,2020,Counts,7,GLOTIP,1
Guatemala,Human Trafficking,Honduras,2019,Counts,9,GLOTIP,1
Guatemala,Human Trafficking,Honduras,2018,Counts,11,GLOTIP,1
Guatemala,Human Trafficking,Honduras,2017,Counts,9,GLOTIP,1
Guatemala,Violent & Sexual Assault,Sexual violence: Sexual assault,2020,Counts,2685.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Sexual assault,2019,Counts,3184.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Sexual assault,2018,Counts,3016.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Sexual assault,2017,Counts,2899.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Sexual assault,2016,Counts,3009.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Rape,2020,Counts,6018.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Rape,2019,Counts,7049.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Rape,2018,Counts,7054.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Rape,2017,Counts,7044.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Rape,2016,Counts,7371.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Other acts of sexual violence,2020,Counts,919.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Other acts of sexual violence,2019,Counts,888.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2018,Counts,2075.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2017,Counts,12518.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2017,Counts,2042.0,CTS,1
Guatemala,Violent & Sexual Assault,Kidnapping,2020,Counts,174.0,CTS,1
Guatemala,Violent & Sexual Assault,Kidnapping,2019,Counts,196.0,CTS,1
Guatemala,Violent & Sexual Assault,Kidnapping,2018,Counts,258.0,CTS,1
Guatemala,Violent & Sexual Assault,Kidnapping,2017,Counts,293.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,11.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,6.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,2.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,1.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,12.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,6.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,1.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,0.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,25.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,6.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,1.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,0.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,31.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,7.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,6.0,CTS,1
Guatemala,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,0.0,CTS,1
Guatemala,Violent & Sexual Assault,Child pornography: Cyber-related,2019,Counts,5.0,CTS,1
Guatemala,Violent & Sexual Assault,Acts intended to induce fear or emotional distress: Cyber-related,2019,Counts,27.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2017,Counts,16605.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2018,Counts,12913.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2018,Counts,16144.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Other acts of sexual violence,2018,Counts,761.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Other acts of sexual violence,2017,Counts,639.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence: Other acts of sexual violence,2016,Counts,505.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence,2020,Counts,9622.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence,2019,Counts,11121.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence,2018,Counts,10831.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence,2017,Counts,10582.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual violence,2016,Counts,10380.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual Exploitation,2020,Counts,43.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual Exploitation,2019,Counts,45.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual Exploitation,2018,Counts,52.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual Exploitation,2017,Counts,54.0,CTS,1
Guatemala,Violent & Sexual Assault,Sexual Exploitation,2016,Counts,153.0,CTS,1
Guatemala,Violent & Sexual Assault,Serious assault,2020,Counts,20427.0,CTS,1
Guatemala,Violent & Sexual Assault,Serious assault,2019,Counts,22386.0,CTS,1
Guatemala,Violent & Sexual Assault,Serious assault,2018,Counts,21814.0,CTS,1
Guatemala,Violent & Sexual Assault,Serious assault,2017,Counts,21998.0,CTS,1
Guatemala,Violent & Sexual Assault,Serious assault,2016,Counts,1849.0,CTS,1
Guatemala,Violent & Sexual Assault,Robbery,2019,Counts,260.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2020,Counts,14447.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2020,Counts,12589.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2020,Counts,1726.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2019,Counts,16428.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2019,Counts,13234.0,CTS,1
Guatemala,Violent & Sexual Assault,Relationship to perpetrator is not known,2019,Counts,1999.0,CTS,1
Guinea,Human Trafficking,Sierra Leone,2016,Counts,6,GLOTIP,1
Guinea-Bissau,Economic,Corruption,2016,Counts,36.0,CTS,1
Guinea-Bissau,Violent & Sexual Assault,Serious assault,2016,Counts,2000.0,CTS,1
Guinea-Bissau,Violent & Sexual Assault,Robbery,2016,Counts,362.0,CTS,1
Guinea-Bissau,Violent & Sexual Assault,Kidnapping,2016,Counts,13.0,CTS,1
Guyana,Economic,Unlawful interference with a computer system or computer data,2019,Counts,0.0,CTS,1
Guyana,Economic,Unlawful interception or access of computer data,2019,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Bribery,2017,Counts,2.0,CTS,1
Guyana,Economic,Corruption,2020,Counts,37.0,CTS,1
Guyana,Economic,Corruption,2019,Counts,22.0,CTS,1
Guyana,Economic,Corruption,2018,Counts,0.0,CTS,1
Guyana,Economic,Corruption,2017,Counts,2.0,CTS,1
Guyana,Economic,Corruption,2016,Counts,2.0,CTS,1
Guyana,Economic,Burglary,2020,Counts,860.0,CTS,1
Guyana,Economic,Burglary,2019,Counts,1062.0,CTS,1
Guyana,Economic,Burglary,2018,Counts,1119.0,CTS,1
Guyana,Economic,Burglary,2016,Counts,218.0,CTS,1
Guyana,Economic,Acts that result in the depletion of degradation of natural resources,2019,Counts,0.0,CTS,1
Guyana,Economic,Acts that cause environmental pollution or degradation,2019,Counts,0.0,CTS,1
Guyana,Economic,Acts involving the movement of dumping of waste,2019,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Bribery,2016,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Bribery,2018,Counts,0.0,CTS,1
Guyana,Economic,Unlawful access to a computer system,2019,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Bribery,2019,Counts,3.0,CTS,1
Guyana,Economic,Trade or possession of protected or prohibited species of faune and flora,2019,Counts,0.0,CTS,1
Guyana,Economic,Theft: of a motorized vehicle,2020,Counts,57.0,CTS,1
Guyana,Economic,Theft: of a motorized vehicle,2019,Counts,11.0,CTS,1
Guyana,Economic,Theft: of a motorized vehicle,2018,Counts,41.0,CTS,1
Guyana,Economic,Theft: of a motorized vehicle,2016,Counts,54.0,CTS,1
Guyana,Economic,Theft,2020,Counts,2836.0,CTS,1
Guyana,Economic,Theft,2019,Counts,4369.0,CTS,1
Guyana,Economic,Theft,2018,Counts,899.0,CTS,1
Guyana,Economic,Theft,2016,Counts,4816.0,CTS,1
Guyana,Economic,Smuggling of migrants,2020,Counts,0.0,CTS,1
Guyana,Economic,Smuggling of migrants,2019,Counts,0.0,CTS,1
Guyana,Economic,Money laundering,2018,Counts,0.0,CTS,1
Guyana,Economic,Money laundering,2016,Counts,0.0,CTS,1
Guyana,Economic,Fraud: Cyber-related (Cy),2020,Counts,0.0,CTS,1
Guyana,Economic,Fraud: Cyber-related (Cy),2018,Counts,0.0,CTS,1
Guyana,Economic,Fraud: Cyber-related (Cy),2016,Counts,0.0,CTS,1
Guyana,Economic,Fraud,2020,Counts,50.0,CTS,1
Guyana,Economic,Fraud,2018,Counts,140.0,CTS,1
Guyana,Economic,Fraud,2016,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Other acts of corruption,2020,Counts,36.0,CTS,1
Guyana,Economic,Corruption: Other acts of corruption,2019,Counts,19.0,CTS,1
Guyana,Economic,Corruption: Other acts of corruption,2018,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Other acts of corruption,2017,Counts,0.0,CTS,1
Guyana,Economic,Corruption: Other acts of corruption,2016,Counts,2.0,CTS,1
Guyana,Economic,Corruption: Bribery,2020,Counts,1.0,CTS,1
Guyana,Firearms,shotgun (Including Short Carbine),2017,Counts,18.0,IAFQ,2
Guyana,Firearms,revolver,2017,Counts,21.0,IAFQ,2
Guyana,Firearms,other weapons,2017,Counts,0.0,IAFQ,2
Guyana,Firearms,other weapons,2016,Counts,0.0,IAFQ,2
Guyana,Firearms,submachine gun,2017,Counts,0.0,IAFQ,2
Guyana,Firearms,submachine gun,2016,Counts,0.0,IAFQ,2
Guyana,Firearms,machine gun,2017,Counts,0.0,IAFQ,2
Guyana,Firearms,machine gun,2016,Counts,0.0,IAFQ,2
Guyana,Firearms,rifle (Inlcuding Carbine),2017,Counts,15.0,IAFQ,1
Guyana,Firearms,rifle (Inlcuding Carbine),2016,Counts,2.0,IAFQ,1
Guyana,Firearms,rifle (Inlcuding Carbine),2016,Counts,1.0,IAFQ,1
Guyana,Firearms,revolver,2016,Counts,48.0,IAFQ,1
Guyana,Firearms,revolver,2016,Counts,34.0,IAFQ,1
Guyana,Firearms,planes and airports,2017,Counts,0.0,IAFQ,1
Guyana,Firearms,planes and airports,2016,Counts,0.0,IAFQ,1
Guyana,Firearms,pistol,2017,Counts,68.0,IAFQ,1
Guyana,Firearms,pistol,2017,Counts,62.0,IAFQ,1
Guyana,Firearms,pistol,2016,Counts,47.0,IAFQ,1
Guyana,Firearms,pistol,2016,Counts,35.0,IAFQ,1
Guyana,Firearms,other,2017,Counts,0.0,IAFQ,1
Guyana,Firearms,other,2016,Counts,0.0,IAFQ,1
Guyana,Firearms,national territory,2017,Counts,112.0,IAFQ,1
Guyana,Firearms,national territory,2016,Counts,107.0,IAFQ,1
Guyana,Firearms,land borders,2017,Counts,2.0,IAFQ,1
Guyana,Firearms,land borders,2016,Counts,0.0,IAFQ,1
Guyana,Firearms,Violent crime,2020,Counts,10.0,IAFQ,1
Guyana,Firearms,Violent crime,2019,Counts,6.0,IAFQ,1
Guyana,Firearms,Violent crime,2018,Counts,12.0,IAFQ,1
Guyana,Firearms,Unknown status regarding marking,2019,Counts,1.0,IAFQ,1
Guyana,Firearms,Unknown status on type,2017,Counts,34.0,IAFQ,1
Guyana,Firearms,Unknown status on type,2017,Counts,0.0,IAFQ,1
Guyana,Firearms,Unknown status on type,2016,Counts,34.0,IAFQ,1
Guyana,Firearms,Unknown status on type,2016,Counts,0.0,IAFQ,1
Guyana,Firearms,Drugs,2020,Counts,5.0,IAFQ,1
Guyana,Firearms,rifle (Inlcuding Carbine),2017,Counts,12.0,IAFQ,1
Guyana,Firearms,shotgun (Including Short Carbine),2016,Counts,0.0,IAFQ,1
Guyana,Firearms,shotgun (Including Short Carbine),2016,Counts,26.0,IAFQ,1
Guyana,Firearms,vessels and harbours,2017,Counts,5.0,IAFQ,1
Guyana,Firearms,vessels and harbours,2016,Counts,3.0,IAFQ,1
Guyana,Firearms,unknown,2017,Counts,0.0,IAFQ,1
Guyana,Firearms,unknown,2016,Counts,0.0,IAFQ,1
Guyana,Firearms,shotgun (Including Short Carbine),2017,Counts,0.0,IAFQ,1
Guyana,Firearms,shotgun (Including Short Carbine),2016,Counts,28.0,IAFQ,1
Guyana,Firearms,Drugs,2019,Counts,2.0,IAFQ,1
Guyana,Homicide,Foreign citizens,2016,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide,2019,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide,2020,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide - terrorist offences,2017,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide - terrorist offences,2018,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide - terrorist offences,2019,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide - terrorist offences,2020,Counts,0.0,CTS,3
Guyana,Homicide,Unknown types of homicide,2018,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide,2018,Counts,0.0,CTS,3
Guyana,Homicide,Socio-political homicide,2017,Counts,0.0,CTS,3
Guyana,Homicide,Relationship to perpetrator is not known,2017,Counts,0.0,CTS,3
Guyana,Homicide,Organized criminal groups or gangs,2017,Counts,0.0,CTS,3
Guyana,Homicide,Foreign citizens,2018,Counts,0.0,CTS,2
Guyana,Homicide,Foreign citizens,2019,Counts,1.0,CTS,2
